#File received from Chris Marsden

#z M_10.0 M_10.5 M_11.0 M_11.5
#-0.0023046761979826913 10.011409720673848 10.505196119657393 10.957542640843133 11.424254232226177
0.005311058321110451 10.010104819582624 10.504413768387243 10.956559311718138 11.421931169465852
0.013044980210166424 10.008783218109974 10.503586421323273 10.95539331140829 11.41885954778669
0.02089881973887442 10.007406351503672 10.502758859788985 10.954285454214745 11.416101048247853
0.02887538775741172 10.00596085445886 10.501876391457833 10.953137514352862 11.413433888381856
0.0369765083341802 10.004467547322978 10.500979794127545 10.952031155644953 11.410439786210347
0.04520730641715476 10.002904382630707 10.500062118088612 10.95088841854832 11.40739090447073
0.0535698105892195 10.001279282706005 10.49911222418374 10.949745592132647 11.404080743099938
0.062067207612897635 9.9996085242855 10.498127146286265 10.948597795039758 11.401093668826785
0.07070164149268665 9.997870217689139 10.497069319059412 10.947445485912331 11.398007753327269
0.07947878446370948 9.996056124586309 10.4959978204986 10.946198197218873 11.395011699578095
0.08840101917871412 9.99415431671742 10.494925061283332 10.94494041410954 11.392246600861135
0.09747197330948154 9.992164555153398 10.493795317321599 10.943577113038033 11.389190900483044
0.10669417170581408 9.990097661133397 10.492627706459237 10.942196123847218 11.386258119498628
0.11607391980785686 9.987941409643588 10.491402319482377 10.940792313770267 11.38342396570732
0.1256140224492459 9.985677008135351 10.4901271047354 10.93940192734323 11.380033868582016
0.13531862717271603 9.983309131865532 10.488845316385218 10.937895854567165 11.376690077860232
0.14519071433561193 9.980836599075392 10.487494718527204 10.936338783075325 11.37304631905017
0.15523732618010389 9.978249468841764 10.486107294549527 10.934728667289065 11.369208433509392
0.1654617734365622 9.975546686034573 10.484641444882413 10.933150553805577 11.365667655781653
0.1758688200744325 9.972740512008118 10.48311923336862 10.93165107349616 11.362120411802398
0.18646199406294417 9.96981973025943 10.481520020622758 10.930041308916039 11.35792913256178
0.19724920023753434 9.966781669326865 10.479897636551712 10.928453208117698 11.354077691546983
0.20823435880210805 9.963595184464392 10.478168089396279 10.926814048343251 11.350184032737328
0.21942296905104497 9.960270946592223 10.476372174919872 10.92513359176888 11.345395297695353
0.23081922096528218 9.956782925776897 10.474541134716873 10.923286513147305 11.340884135574953
0.24243203586155837 9.953121549360345 10.472639451880648 10.921441953478144 11.336277572158256
0.25426607247901933 9.949284103955607 10.470679452664266 10.919699787110584 11.332137379399821
0.26632771294883395 9.945259265813524 10.4685777112661 10.917808412259664 11.328426496555275
0.2786219524045763 9.941060008868428 10.466407884651051 10.915873975736991 11.324243346450793
0.29115891842199737 9.936650443299197 10.464122761011087 10.913829211307219 11.320000804264728
0.3039441703264032 9.93202401679904 10.461789559618047 10.911632674797675 11.315182866579503
0.31698515757727397 9.9271752460436 10.45928993389903 10.909502541405416 11.310132296141381
0.33028786099023977 9.922070149462993 10.456719702420664 10.907416735673033 11.305910002904616
0.34386385046558177 9.916693928638805 10.454057845750029 10.905253347903724 11.300512877484138
0.3577197910740786 9.911015307359682 10.451219795129559 10.902940672598907 11.296215309001022
0.37186443235679456 9.905031281011892 10.448239318255892 10.900611248251177 11.291080112963527
0.38630497045784096 9.89871585951193 10.445166575149967 10.898219306885165 11.28562256078937
0.40105471398869086 9.892080125966471 10.441976197340361 10.895875942582341 11.280195804260996
0.41612169583405323 9.885072159688592 10.438656247156 10.893438278034637 11.275405806200004
0.43151626202473636 9.877686872305196 10.435178404419284 10.890981829860463 11.271079180523047
